label,category,latitude,longitude,commune_proche
Le Complexe de Gevrey,SportsAndLeisurePlace,47.2235874,4.9914622,Jougne
Eglise Saint-Barbe,CulturalSite,47.2401819,4.81735422,Jougne
Olivier Leflaive - Les visites,SportsAndLeisurePlace,46.9465069,4.7537826,Jougne
Golf de Montceau-les-Mines,SportsAndLeisurePlace,46.6829768,4.35820468,Jougne
La ferme bress'âne,SportsAndLeisurePlace,46.79025,5.42971,Jougne
Château de Trélague,CulturalSite,46.7839288,4.2177281,Jougne
Ateliers Pierre de Bourgogne,CulturalSite,47.59846,4.649319,Jougne
Visite et dégustation au Domaine Debray,SportsAndLeisurePlace,47.0198933,4.8367384,Jougne
La Perce-Muraille,CulturalSite,47.47182,3.77646,Jougne
ESF Bellefontaine,SportsAndLeisurePlace,46.5575054,6.06967129,Jougne
Cycles du château d'eau,SportsAndLeisurePlace,46.74321,5.91122,Jougne
Chapelle du Pontet,CulturalSite,46.232064,4.361285,Jougne
Brode et Bobine,CulturalSite,47.504947,4.3301646,Jougne
Château de Digoine,CulturalSite,46.531447,4.212687,Jougne
Ecurie les Rouillons,SportsAndLeisurePlace,48.1840421,3.1443898,Jougne
Cinéma Le Morvan,SportsAndLeisurePlace,46.8057486,4.4200506,Jougne
L'Académie des Bienséances,SportsAndLeisurePlace,47.00542,3.15244,Jougne
Les écuries de Messey,SportsAndLeisurePlace,46.662623,4.746346,Jougne
Château de Saint-Point - Lamartine,CulturalSite,46.343141,4.614443,Jougne
Atelier de Poterie,CulturalSite,47.3093986,3.55422997,Jougne
Association Culturelle Châtillonnaise,SportsAndLeisurePlace,47.8604478,4.5735784,Jougne
Eglise Saint-Julien,CulturalSite,46.9072544,4.200041,Jougne
Tennis club sanclaudien,SportsAndLeisurePlace,46.3765616,5.87225024,Jougne
Médiathèque intercommunale,CulturalSite,46.8273451,5.5625445,Jougne
Hélène Carron - Artiste peintre,CulturalSite,46.6142653,4.66385812,Jougne
Cours Saint-Mauris,CulturalSite,47.0945303,5.49716591,Jougne
Village de Sainte-Colombe-en-Auxois,CulturalSite,47.4280625,4.4583963,Jougne
Église St Marcel,CulturalSite,47.1452772,4.3481833,Jougne
La Flèche Noironnaise,SportsAndLeisurePlace,47.94695,4.485,Jougne
Atelier de réparation de vélos,SportsAndLeisurePlace,47.463503,3.5200372,Jougne
San-Forma/Sports Animations Numériques Formations,SportsAndLeisurePlace,46.487275,6.064371,Jougne
Location Voile Radio Commandée,SportsAndLeisurePlace,47.1622775,3.6148613,Jougne
Vu d'en Haut,SportsAndLeisurePlace,46.289486,5.85991859,Jougne
Moulin à vent Les éventées,CulturalSite,46.8026008,3.12314009,Jougne
Galerie Bernard Thévenet,CulturalSite,46.4354799,4.27518438,Jougne
Canoë Kayak Dole,SportsAndLeisurePlace,47.080467,5.48468658,Jougne
Eglise romane Saint-Jean-Baptiste,CulturalSite,47.759439,4.176753,Jougne
Le vieux saule - Bien être,SportsAndLeisurePlace,47.6202376,3.26310603,Jougne
Les Belles Fontaines en Fête,SportsAndLeisurePlace,47.70827,5.88681,Damprichard
Mont-Calvaire de Sombacour,CulturalSite,46.9486743,6.2609354,Damprichard
Le Cellier Armand Heitz - Caveau de Dégustation,SportsAndLeisurePlace,47.00891,4.7939,Jougne
Lac de Bellefontaine,Landform,46.5722816,6.08893177,Jougne
La Batterie des Roches,CulturalSite,47.3737748,6.77990172,Damprichard
Château de Moncley,CulturalSite,47.3117121,5.88775127,Damprichard
Flaveurs et Chefs,SportsAndLeisurePlace,47.0224598,4.8401805,Jougne
Centre aquatique Amphitrite,SportsAndLeisurePlace,47.6318867,4.33256373,Jougne
Église Notre-Dame,CulturalSite,46.6415061,4.44656992,Jougne
Clos de la Belle Chatelaine : Visite du clos et dégustation de 2 vins et crème de cassis,SportsAndLeisurePlace,47.04286,4.80951,Jougne
Espace musée Sainte-Madeleine,CulturalSite,47.2401569,6.01954221,Damprichard
Musée d'Art et d'Histoire,CulturalSite,47.8007902,3.5721658,Jougne
Le Cheval Blanc,SportsAndLeisurePlace,47.5365562,4.4901313,Jougne
Eglise Saint-Martin,CulturalSite,47.2638803,4.76964865,Jougne
Village de Meursault,CulturalSite,46.9781675,4.7699404,Jougne
Synagogue de Chablis,CulturalSite,47.8141141,3.80109289,Jougne
Site de pêche - Étang des Sources,SportsAndLeisurePlace,46.904523,3.8237273,Jougne
Domaine Saône Valley,SportsAndLeisurePlace,47.6139817,5.9747047,Damprichard
Besançon à l'heure de l'apéritif,SportsAndLeisurePlace,47.23475,6.02928,Damprichard
Église fortifiée de Pichanges,CulturalSite,47.46173,5.14976,Jougne
Metaldart,CulturalSite,47.3989732,4.54449119,Jougne
Escape Game : BUREAU 401,SportsAndLeisurePlace,47.520632,6.8244527,Damprichard
Sellerie du Rousset,CulturalSite,46.587087,4.447506,Jougne
Lavoir du Chemin des Sanguinots,CulturalSite,47.7768576,3.75436037,Jougne
Artisanat sur corne,CulturalSite,46.3871514,5.8648207,Jougne
Auto rétro des sapins,SportsAndLeisurePlace,46.5801365,5.754341,Jougne
Le Jardin des Îles,CulturalSite,47.00751,6.029552,Jougne
La Filature de Ronchamp,CulturalSite,47.7004508,6.63907601,Damprichard
Eglise Notre-Dame et Saint-Roch,CulturalSite,46.6276754,4.5991579,Jougne
Point de vue de la Fauconnière,Landform,46.8760641,6.36262893,Damprichard
Fug Game - Live escape Besançon - Essais cliniques,SportsAndLeisurePlace,47.2347997,6.02117211,Damprichard
La Maison Cordienne,CulturalSite,47.82453,5.90126,Damprichard
Mer de pierres - Curiosité géologique,Landform,46.6518837,4.5340776,Jougne
Outdoor Activities,SportsAndLeisurePlace,46.56742,5.75199,Jougne
Ancienne chapelle Saint-Odilon,CulturalSite,46.4302766,4.65394416,Jougne
Eglise de Curbigny,CulturalSite,46.309298,4.311896,Jougne
Fonderie de cloches Ch. Obertino,CulturalSite,46.7704571,6.2794429,Damprichard
Cinéma L'étoile,SportsAndLeisurePlace,47.28051,4.23001,Jougne
Maison des Vieux Métiers,CulturalSite,46.2918796,4.3840707,Jougne
Salle Guenebaut,SportsAndLeisurePlace,47.55006,4.57076,Jougne
"Balade en calèche des lacs, aux montagnes !",SportsAndLeisurePlace,46.77934,5.9372,Jougne
Le mystère du blason perdu,SportsAndLeisurePlace,47.02603,4.840004,Jougne
La cascade de Vaux,Landform,47.108207,6.231073,Damprichard
Château de Balleure SAS,SportsAndLeisurePlace,46.578577,4.8004609,Jougne
Horloges Comtoises Converset Sébastien,CulturalSite,47.57894,6.75488247,Damprichard
Faudesteuil,CulturalSite,46.78578,5.56287,Jougne
Atelier Athena,CulturalSite,46.9892997,3.16269993,Jougne
Étang de la Grande Chaussée,Landform,47.7960011,6.54562752,Damprichard
Loca Concept Esplanade,SportsAndLeisurePlace,46.3016304,4.8321645,Jougne
Lavoir des Chavannes,CulturalSite,46.6592407,4.3462601,Jougne
La cabane Art Crea,CulturalSite,47.4236354,6.06988605,Damprichard
Coutellerie JC2C,CulturalSite,46.2864012,4.53743829,Jougne
Centre équestre du Moirot,SportsAndLeisurePlace,47.0046766,5.73324602,Jougne
Lavoir rue Paul Desjardins,CulturalSite,47.9120023,3.71253937,Jougne
Site Nordique de Arc-sous-Cicon,SportsAndLeisurePlace,47.036391,6.412403,Damprichard
Tour Sarrasine,CulturalSite,47.6180017,3.19856471,Jougne
Terrain de football,SportsAndLeisurePlace,47.526676,3.554634,Jougne
Eglise Saint-Barthélémy,CulturalSite,46.78429,4.4342,Jougne
Terrains d'aventures,SportsAndLeisurePlace,47.0998947,6.1183671,Damprichard
Accueil des Pélerins - Exposition permanente sainte Marguerite-Marie et saint Claude La Colombière,CulturalSite,46.4511705,4.12201998,Jougne
Galerie de peinture mathieu,CulturalSite,47.5568354,6.38370037,Damprichard
Maloe,SportsAndLeisurePlace,47.86234,4.57468,Jougne
Lavoir de la route de Vézelay,CulturalSite,47.6294284,3.66067484,Jougne
Balade à Chagny,SportsAndLeisurePlace,46.91054,4.7546,Jougne
Il était une fois la vigne,SportsAndLeisurePlace,47.22611,4.96912,Jougne
Caveau de dégustation Loubet-Dewailly - Découverte des vins de la Côte de Beaune,SportsAndLeisurePlace,47.0238291,4.8362486,Jougne
Église Saint-Martin,CulturalSite,47.2836257,4.54305758,Jougne
Eglise Saint-Pierre de Boussières,CulturalSite,47.1569241,5.9039172,Damprichard
Eglise Saint-Germain de Gergy,CulturalSite,46.8779696,4.94634312,Jougne
Val de Saône,Landform,47.4493013,5.5863611,Damprichard
Apothicairerie de l'Hôtel-Dieu,CulturalSite,46.308437,4.8313549,Jougne
Location de VTT - Adrénaline,SportsAndLeisurePlace,46.7695038,6.3564574,Damprichard
Collégiale Notre-Dame de Dole,CulturalSite,47.09267,5.49451,Jougne
"Office de Tourisme Chablis, Cure, Yonne & Tonnerrois - Location de vélos",SportsAndLeisurePlace,47.815169,3.801454,Jougne
Eglise romane Saint-Gervais,CulturalSite,46.3077319,3.98894847,Jougne
Pitou Parc,SportsAndLeisurePlace,47.3982859,2.93464964,Jougne
Église Saint-Symphorien,CulturalSite,47.3049699,4.46805994,Jougne
Piscine municipale de Chevigny-Saint-Sauveur,SportsAndLeisurePlace,47.3045908,5.12803972,Jougne
Cascade de Pissevieille,Landform,46.4536375,5.89314598,Jougne
Bateau électrique - Canalous Plaisance,SportsAndLeisurePlace,47.052461,3.655934,Jougne
Balades sonores : Cé-cité,SportsAndLeisurePlace,47.2413281,6.0315726,Damprichard
Empreintes de dinosaures à Coisia,CulturalSite,46.3029085,5.5694203,Jougne
Pont-Levis Digoin,CulturalSite,46.4878445,4.01610369,Jougne
Piscine intercommunale de la Vallée de l'Oze,SportsAndLeisurePlace,47.439207,4.668012,Jougne
Le site de Thareau,Landform,46.7535751,3.62827229,Jougne
Anne Oppetit,CulturalSite,47.53262,3.07287,Jougne
Gorges de Narvau,Landform,47.2866237,3.8144875,Jougne
Galerie Charles Pouchon,CulturalSite,47.0397414,6.27420953,Damprichard
Musée du Poilu et de l'Artisanat des Tranchées,CulturalSite,46.423828,4.50284058,Jougne
Belvédère sous la roche,Landform,46.3446367,5.65263542,Jougne
City-stade,SportsAndLeisurePlace,47.3539191,3.38454262,Jougne
Eglise Saint-Cyr-Sainte-Julitte,CulturalSite,46.94179,5.06088,Jougne
Le fort des basses perches,CulturalSite,47.6259627,6.86855903,Damprichard
Château de Châtillon,SportsAndLeisurePlace,47.0498662,3.6515896,Jougne
La Fosse Dionne,Landform,47.8566461,3.9709226,Jougne
Les Ateliers de la Fabrique,CulturalSite,47.5286051,3.06303739,Jougne
La Bougie Charitoise,CulturalSite,47.1708242,3.0273388,Jougne
Maison de Pays de Nozeroy - Artisanat,CulturalSite,46.7739392,6.0364004,Jougne
Étang de la Boue,SportsAndLeisurePlace,46.8168913,3.77279899,Jougne
Jean-Marc Thiebaut - Un après-midi de chien,CulturalSite,47.4477678,5.59150457,Damprichard
François Xavier DE LAUNAY,CulturalSite,46.602429,4.83067499,Jougne
Parc de la Ballastière-Sennepy,CulturalSite,48.2123007,3.2864986,Jougne
Espace Gislebertus-Destination Autun,CulturalSite,46.94542,4.29875,Jougne
Vins et Visites Insolites à Dijon,SportsAndLeisurePlace,47.328483,5.033736,Jougne
Moulin-Musée de Ménetreuil,CulturalSite,46.5724068,5.09333749,Jougne
Point de vue du Moine,Landform,47.0294178,6.2687663,Damprichard
Galerie d’Art Hosotte,CulturalSite,47.714328,3.666187,Jougne
"Sentier de randonnee ""la Voie du Tacot""",SportsAndLeisurePlace,47.5974819,6.51017189,Damprichard
"Croisière gourmande à bord MS ""Le p’tit Baron""",SportsAndLeisurePlace,47.2776836,4.78365006,Jougne
Auberge Franc-Comtoise - Location de matériel,SportsAndLeisurePlace,47.0734655,6.6663993,Damprichard
Atelier de confection de Cales à Diairi,CulturalSite,47.51829,6.78914365,Damprichard
Pêche aux étangs du Bois du Roy,SportsAndLeisurePlace,47.2869147,6.88156127,Damprichard
Hôtel Jehanin de Chamblanc (ou d'Arviset),CulturalSite,47.3221665,5.0457611,Jougne
D'Ici et D'Ailleurs,SportsAndLeisurePlace,46.93864,4.95101,Jougne
Golf du Domaine du Roncemay,SportsAndLeisurePlace,47.8439213,3.3018166,Jougne
Balade en calèche,SportsAndLeisurePlace,46.4237135,5.39660906,Jougne
Sentiers de Chaumour,Landform,47.6337273,4.29898721,Jougne
Sources de l'Ignon,Landform,47.496597,4.762588,Jougne
Musée départemental des Arts & Techniques,CulturalSite,47.61694,5.50952553,Damprichard
Aire de jeu extérieure,SportsAndLeisurePlace,47.6641734,5.96896648,Damprichard
Terre Touchée - Céramique Art Artisanal,CulturalSite,47.5123661,4.53226853,Jougne
Piscine communautaire de Vitteaux,SportsAndLeisurePlace,47.3994695,4.5341305,Jougne
Atelier Nathalie Petrier,CulturalSite,46.294488,4.306875,Jougne
Château de La Chapelle-de-Bragny,CulturalSite,46.6326516,4.77099386,Jougne
Disc golf Lac des Settons Morvan - ACTIVITAL,SportsAndLeisurePlace,47.18826,4.06925274,Jougne
Eglise Saint-Vincent,CulturalSite,46.4748861,4.55908518,Jougne
"Atelier boutique ""LB Céramique""",CulturalSite,46.52384,6.12668,Jougne
Église Saint-Cassien,CulturalSite,47.1265542,4.59848692,Jougne
Lavoncourt Smart Village - Voyage dans le temps,SportsAndLeisurePlace,47.6249797,5.7861287,Damprichard
Oratoire du pas de la Vierge,CulturalSite,46.90426,6.35218,Damprichard
Musée des Armées Lucien Roy,CulturalSite,47.2070111,6.00483297,Damprichard
Belvédère de la colline Saint-Martin-de-Laives,Landform,46.6389574,4.8541164,Jougne
Gorges de la Lemme,Landform,46.6666378,5.94377517,Jougne
Au Jardin Clos,SportsAndLeisurePlace,47.79732,3.574043,Jougne
Usine textile Van de Walle,CulturalSite,46.207548,4.338252,Jougne
Megazone Laser Games - Pure Mission - Escape Game,SportsAndLeisurePlace,47.813297,3.5762143,Jougne
Les Ballons d'Olivier,SportsAndLeisurePlace,48.083564,3.2876846,Jougne
Eglise Saint-Pierre,CulturalSite,46.5022189,4.884683,Jougne
Ville de Semur-en-Auxois,Landform,47.491304,4.333688,Jougne
Lavoir de Salives,CulturalSite,47.6165599,4.91739391,Jougne
Cours de cuisine à l'Hostellerie Bourguignonne,SportsAndLeisurePlace,46.8906747,5.0261385,Jougne
"Sentier de randonnee ""la Seigneurie de Granges""",SportsAndLeisurePlace,47.580926,6.55119895,Damprichard
Aventure Jeux® – Les Mystérieux Carrés Rouges,SportsAndLeisurePlace,46.38621,5.86524,Jougne
Cascades du Flumen (classé patrimoine naturel d'intérêt national),Landform,46.3582077,5.89604702,Jougne
Croisière commentée sur la Saône,SportsAndLeisurePlace,47.6516505,5.97446926,Damprichard
Galerie des Artistes,CulturalSite,46.38694,5.86653,Jougne
La Ferme de la Marquise - élevage de bisons,SportsAndLeisurePlace,47.5469391,5.6516492,Damprichard
Base de loisirs du Pays de Montbéliard,SportsAndLeisurePlace,47.529831,6.85652392,Damprichard
Ancey Ramik,CulturalSite,47.32892,4.82663,Jougne
La flânerie d'Audrey,SportsAndLeisurePlace,46.6151989,5.98079112,Jougne
Domaine nordique - Vaux-et-Chantegrue - La Combe Noire,SportsAndLeisurePlace,46.8119854,6.24851703,Damprichard
"ATELIER ""SCULPTURE NATURE""",CulturalSite,47.4770695,5.1378165,Jougne
Les Maisons Bérard,CulturalSite,47.9621082,3.5132876,Jougne
Plate-forme Industrielle Courrier,CulturalSite,47.322047,5.04148,Jougne
Musée de l'Avallonnais Jean Després,CulturalSite,47.4864419,3.906578,Jougne
"VISITE ""EXPERIENCE CASSIS""",SportsAndLeisurePlace,47.1300121,4.95871355,Jougne
Vestiges du château de Présilly,CulturalSite,46.5587661,5.58263019,Jougne
Spa 360 - Hôtel & Spa Panorama 360**** Mâcon,SportsAndLeisurePlace,46.3053634,4.8292684,Jougne
Eglise Saint-Laurent de Trucy-Sur-Yonne,CulturalSite,47.6279407,3.66052463,Jougne
Fort du Mont-Bart,CulturalSite,47.4861423,6.76239269,Damprichard
TIR A L'ARC,SportsAndLeisurePlace,47.187814,4.071727,Jougne
"Ebénisterie, Joël Jannodet",CulturalSite,47.2344777,5.0593481,Jougne
Méliewash,CulturalSite,48.3557434,3.1160849,Jougne
La Maison des Climats du vignoble de Bourgogne - Patrimoine mondial,CulturalSite,47.0210339,4.8392847,Jougne
Lavoir de Mont-Saint-Léger,CulturalSite,47.630148,5.789422,Damprichard
Totem Wake Park,SportsAndLeisurePlace,46.237708,4.793534,Jougne
La mémoire de la fée des Belles Fontaines,SportsAndLeisurePlace,47.5471849,3.42003483,Jougne
Site d'escalade - Le Parvis,SportsAndLeisurePlace,46.3089674,4.72377712,Jougne
Le lycée Victor Hugo à l'épreuve de la guerre,SportsAndLeisurePlace,47.23763,6.02086,Damprichard
Parcours de cartes postales,SportsAndLeisurePlace,47.405153,4.316093,Jougne
Lavoir rue de l'Abreuvoir à Bazarnes,CulturalSite,47.658828,3.66430118,Jougne
Eglise Saint Martin de Chichée,CulturalSite,47.7939461,3.83430629,Jougne
Maison natale de saint Bernard,CulturalSite,47.3457501,5.01588335,Jougne
"L’Explor’Games ®, l’Enigme du Hameau Duboeuf",SportsAndLeisurePlace,46.1769644,4.7416895,Jougne
Elle V' - Feutre et stylisme,CulturalSite,47.6629043,5.467237,Damprichard
Sauge Artisans du bois,CulturalSite,47.01798,6.61387,Damprichard
ESF Foncine - Ecole de ski alpin et nordique,SportsAndLeisurePlace,46.6584444,6.08529995,Jougne
L’Atelier XB ACADEMY,SportsAndLeisurePlace,47.28508,5.99184,Damprichard
Atelier d'AR,CulturalSite,47.287882,5.4951047,Jougne
Eaux Loft Côté Bien-Être & Spa,SportsAndLeisurePlace,46.630996,5.24048415,Jougne
Parc du Moulin Liron - Docteur Drapier,CulturalSite,46.4477371,4.12135615,Jougne
La Citédo,SportsAndLeisurePlace,47.512428,6.83923562,Damprichard
Lavoir,CulturalSite,47.3613667,4.78284544,Jougne
Piscine de plein-air chauffée,SportsAndLeisurePlace,46.5113002,5.83815859,Jougne
Le Moulin de Brainans,SportsAndLeisurePlace,46.8651391,5.6274992,Jougne
Lieu de parachutage - Seconde Guerre mondiale,CulturalSite,46.6717857,4.8136362,Jougne
Parc Aventure du Bois de la Folie,SportsAndLeisurePlace,47.5729937,3.1280021,Jougne
Bijoux La Tour de Zabelle,CulturalSite,46.7096,5.64692,Jougne
Équilibre,SportsAndLeisurePlace,46.754273,5.61172099,Jougne
Location bateaux électriques sans permis,SportsAndLeisurePlace,46.97905,3.166,Jougne
Lac de Pont,SportsAndLeisurePlace,47.464743,4.35365,Jougne
Belvédère du Château de Mirebel,Landform,46.70124,5.7348515,Jougne
Le Maquis de la Cave,SportsAndLeisurePlace,47.23157,3.06154,Jougne
Cartoguide randonnées Grand Dole,SportsAndLeisurePlace,47.09498,5.496426,Jougne
Club Aéronautique Comtois,SportsAndLeisurePlace,47.2069904,6.07904614,Damprichard
"Visite guidée ""Augustodunum « soror et aemula Romae »""",SportsAndLeisurePlace,46.9491,4.29821,Jougne
Eglise Saint-Vincent,CulturalSite,46.8186712,4.83497139,Jougne
Le château de moncley pour les enfants,SportsAndLeisurePlace,47.3156855,5.88541875,Damprichard
My French Tour,SportsAndLeisurePlace,46.8749522,4.7433438,Jougne
La Fabrik,CulturalSite,46.8932754,5.83089486,Jougne
Le candele di Léa,CulturalSite,47.00183,5.08552,Jougne
Observatoire astronomique de la Perdrix,SportsAndLeisurePlace,46.9601295,6.4569987,Damprichard
Accueil velo,SportsAndLeisurePlace,47.4687175,5.63744544,Damprichard
Jet Boat Alligator,SportsAndLeisurePlace,46.319347,4.843529,Jougne
Pierre de la dîme,CulturalSite,46.7107332,6.19473356,Jougne
La Maison du Charolais,CulturalSite,46.4404535,4.29837,Jougne
Sorties nature avec la Maison de la Réserve,SportsAndLeisurePlace,46.7688294,6.27621889,Damprichard
Détente au Lac de l'Abbaye,SportsAndLeisurePlace,46.5241147,5.90367937,Jougne
L'Atelier39,CulturalSite,46.6664365,5.9237871,Jougne
Eglise Saint-Pierre,CulturalSite,46.780961,4.853092,Jougne
Collégiale Saint-Marcel,CulturalSite,47.176329,3.330487,Jougne
Galerie d'Art Chapelle Bailly,CulturalSite,47.72491,3.62282,Jougne
Carrière Souterraine d'Aubigny,CulturalSite,47.6060716,3.4248666,Jougne
Église Saint-Eugène,CulturalSite,46.801795,4.44718795,Jougne
Parc de sculptures et atelier Olivier-Cyr Noël,CulturalSite,47.7914854,3.5670968,Jougne
Maison de la Nature et de la Faune sauvage,CulturalSite,46.985014,3.24419,Jougne
Terrains de tennis,SportsAndLeisurePlace,47.495327,4.348734,Jougne
Ranch de la Seignette,SportsAndLeisurePlace,46.80424,6.31347209,Damprichard
M ET Vin,SportsAndLeisurePlace,46.65311,4.574339,Jougne
Escalade : Mathias Beuchot,SportsAndLeisurePlace,46.664967,4.8582729,Jougne
Chapelle Notre-Dame d'Etang,CulturalSite,47.3036057,4.90052452,Jougne
Prieuré Saint-Christophe,CulturalSite,46.7448384,5.49897249,Jougne
Ping pong club,SportsAndLeisurePlace,47.4825351,6.7389602,Damprichard
Savonnerie artisanale du Jura,CulturalSite,46.6734,5.55149,Jougne
Fontaine Nikki de Saint-Phalle,CulturalSite,47.0641559,3.932104,Jougne
Agropôle du Marault,CulturalSite,46.8690522,3.14920425,Jougne
Château de Vallery,CulturalSite,48.2404165,3.0499261,Jougne
Vélo & Oxygène,SportsAndLeisurePlace,46.950914,4.30156499,Jougne
La Tour des Fromages,CulturalSite,46.4339425,4.65785768,Jougne
Barrage du Lac des Settons,CulturalSite,47.1962927,4.05689627,Jougne
Château de Châteauneuf,CulturalSite,47.2186851,4.6403395,Jougne
Location de vélo à assistance électrique - Nuits-Saint-Georges,SportsAndLeisurePlace,47.13646,4.94968,Jougne
Eglise Saint-Symphorien,CulturalSite,46.81695,4.88203,Jougne
"Enquête game ""À la recherche du diamant""",SportsAndLeisurePlace,46.6138623,5.84917752,Jougne
Trott' des lacs,SportsAndLeisurePlace,46.57427,5.75394,Jougne
SARL V.T.B.-Les Vélos Touk Touk,SportsAndLeisurePlace,46.9878679,3.1518764,Jougne
Caveau Henri de Villamont - Dégustation Prestige,SportsAndLeisurePlace,47.06286,4.82159,Jougne
Ferme forte du Fossé,CulturalSite,47.539919,5.140357,Jougne
Belvédère de l'Aubepin,Landform,46.43988,5.37347,Jougne
Oeuvre du lavoir d'Aignay-le-Duc,CulturalSite,47.666272,4.733241,Jougne
Eglise Saint-Pierre,CulturalSite,46.9087041,4.20915166,Jougne
Alexia Papin - Guide Conférencière,SportsAndLeisurePlace,46.9891705,4.9063203,Jougne
Fabien ZUDDAS photographe,CulturalSite,46.75557,4.54202,Jougne
Les Remparts de La Charité-sur-Loire,CulturalSite,47.1788231,3.0175989,Jougne
Moulin de la Doue,CulturalSite,47.4074054,6.9159184,Damprichard
Eglise de Saint-Maurice-lès-Couches,CulturalSite,46.8809626,4.59472054,Jougne
L'Escapade du Campagnard,SportsAndLeisurePlace,46.9496719,4.39757926,Jougne
Eglise,CulturalSite,46.8886817,4.57675364,Jougne
Chapelle des Anges,CulturalSite,47.2477993,6.7982369,Damprichard
Ski Nautique Club Montaubry,SportsAndLeisurePlace,46.7871552,4.53571045,Jougne
Manufacture Perrin - Visite virtuelle,CulturalSite,46.6683788,4.3641218,Jougne
Dégustation croisée Bière & Vin - Bière Expérience(s),SportsAndLeisurePlace,47.0050124,4.8602838,Jougne
Roulottes de Fontenois-la-Ville / Roulez nature,SportsAndLeisurePlace,47.932858,6.165629,Damprichard
Casino de Lons-le-Saunier,SportsAndLeisurePlace,46.6863659,5.56348085,Jougne
Christelle Camuset - Mes visites enjouées,SportsAndLeisurePlace,47.3767697,5.6657544,Damprichard
Aire de la Bergerie,CulturalSite,47.444106,4.782188,Jougne
Eglise Notre-Dame de Prégilbert,CulturalSite,47.6373224,3.6675944,Jougne
NATURA TELLAE,SportsAndLeisurePlace,47.355851,3.936543,Jougne
Plan d'eau Fédéral de l'Orme,SportsAndLeisurePlace,47.13485,5.852974,Jougne
Eglise Notre-Dame et Saint-Vincent de Carisey,CulturalSite,47.9235316,3.84758169,Jougne
Capitainerie Port de plaisance,SportsAndLeisurePlace,47.6535796,5.97454547,Damprichard
Musée de la Cave de la Ville Haute,CulturalSite,47.393091,6.49695396,Damprichard
Le Cellier de la Cabiote,SportsAndLeisurePlace,47.0238715,4.8387764,Jougne
Golf des 4 Saisons,SportsAndLeisurePlace,46.757305,5.80693732,Jougne
Centre équestre Terroir Comtois,SportsAndLeisurePlace,47.228923,5.731573,Jougne
Cri Cou Créations,CulturalSite,46.4946703,4.2856542,Jougne
Parc Buffon,CulturalSite,47.6259179,4.3364292,Jougne
My Confidentielle - Isabelle Pretot,CulturalSite,47.85831,3.97253,Jougne
CallypSö,CulturalSite,47.47259,5.63735,Damprichard
Arboretum de Venarey-Les Laumes,CulturalSite,47.5428596,4.44919564,Jougne
Labymaïs du Bazois,SportsAndLeisurePlace,47.0590908,3.65795389,Jougne
Eglise Saint-Antoine,CulturalSite,46.394377,4.805733,Jougne
Jardin des 5 Roses,CulturalSite,47.3360347,5.0050051,Jougne
La Cité du Verbe,SportsAndLeisurePlace,47.309928,4.373092,Jougne
La plus grosse pipe du monde,CulturalSite,46.3911545,5.86452704,Jougne
Musée-Ecole,CulturalSite,46.2912379,4.18224934,Jougne
Place du Marronnier de Saulx-le-Duc,Landform,47.5395328,5.0175325,Jougne
Porte Saint-Pierre,CulturalSite,46.9045363,6.35282579,Damprichard
Poterie de l'Etang,CulturalSite,47.5293119,3.067845,Jougne
Pik-Verre,CulturalSite,46.8458496,5.2790383,Jougne
Musée des Anis,CulturalSite,47.511685,4.529573,Jougne
Grenier-fort,CulturalSite,46.3749572,5.97424012,Jougne
Chapelle Notre-Dame des Anges,CulturalSite,46.99856,6.2938,Damprichard
A la découverte du Prieuré de La Charité,CulturalSite,47.177091,3.018014,Jougne
Eglise Saint-Roch,CulturalSite,46.92878,4.63202,Jougne
Médiathèque Jean Grosjean,CulturalSite,47.3517917,6.36121809,Damprichard
Luge des Cimes,SportsAndLeisurePlace,46.7666468,6.35788679,Damprichard
Parc du château de Larrey,CulturalSite,47.3135179,5.0141289,Jougne
Agence RP Tourisme,SportsAndLeisurePlace,47.0188989,4.8379727,Jougne
Akila Gorges de la Loue,SportsAndLeisurePlace,47.1041031,6.16279886,Damprichard
Catherine Bollengier - Sylvothérapie,SportsAndLeisurePlace,46.468821,5.88469799,Jougne
Église Saint-Martin,CulturalSite,47.1220409,4.56204621,Jougne
Centrale Photovoltaïque de Massangis,CulturalSite,47.5942529,4.015905,Jougne
Le Hameau du Fromage,CulturalSite,47.0797375,6.05325222,Damprichard
Ferme-Musée Grand'Combe-Châteleu,CulturalSite,47.0301895,6.5734261,Damprichard
Initiation à la pêche des carnassiers en bateau,SportsAndLeisurePlace,47.14437,3.91201,Jougne
Musée de la Résistance en Morvan à Saint-Brisson,CulturalSite,47.2719993,4.08932018,Jougne
Eglise Notre-Dame de l'Assomption de Maligny,CulturalSite,47.8702871,3.76437976,Jougne
Église Saint-Pierre et Saint-Benoît,CulturalSite,46.6126681,4.21482814,Jougne
Spa de l'Hôtel Le Dracy,SportsAndLeisurePlace,46.79874,4.78233,Jougne
École de musique de Dampierre-sur-Salon,SportsAndLeisurePlace,47.558231,5.6819031,Damprichard
Cinéma L'Odyssée,SportsAndLeisurePlace,46.290215,4.304878,Jougne
H2O Canyon,SportsAndLeisurePlace,46.77059,6.3592,Damprichard
Château de Cormatin,CulturalSite,46.5431593,4.6867847,Jougne
Musée de la Tournerie,CulturalSite,46.3844834,5.79772461,Jougne
