label,category,locality,postal_code,latitude,longitude
"L'Hostellerie, Centre d'Art Singulier",CulturalSite,Dijon,21000,47.320648,5.01778625
Nordik Jura,SportsAndLeisurePlace,Les Bouchoux,39370,46.3004254,5.8245425
Histopad de la Saline royale,CulturalSite,Arc-et-Senans,25610,47.03148,5.77808
Tennis Club Marcigny,SportsAndLeisurePlace,Marcigny,71110,46.2773301,4.0356909
Dégustation Vins et Chocolats,SportsAndLeisurePlace,Auxey-Duresses,21190,46.98629,4.74674
"Visite guidée ""Autun, toute une histoire""",SportsAndLeisurePlace,Autun,71400,46.9490591,4.2982648
Chiens de traineaux - Terre et Neige,SportsAndLeisurePlace,Nanchez,39150,46.524786,5.854826
Stages avec Les Arts du Japon,SportsAndLeisurePlace,Ornans,25290,47.1031241,6.1456625
Église Saint-Étienne,CulturalSite,Sirod,39300,46.7323898,5.98754882
Communauté de Taizé,CulturalSite,Taizé,71250,46.5158629,4.67941594
Sellerie Isatis,CulturalSite,Beaufort-Orbagna,39190,46.57598,5.43821
Eglise Saint-Isidore,CulturalSite,Saint-Désert,71390,46.75415,4.7098
Zone de tranquillité de la vie sauvage - 4 lacs,Landform,La Chaux-du-Dombief,39150,46.604226,5.9037499
Dégustation de vins terroirs bourguignons - DSVin,SportsAndLeisurePlace,Beaune,21200,47.025304,4.839521
Square du 19 Mars 1962 (XXème siècle),CulturalSite,Paray-le-Monial,71600,46.4533594,4.11874884
Sanctuaire de Paray-le-Monial,CulturalSite,Paray-le-Monial,71600,46.4498177,4.12248132
Eglise,CulturalSite,Saules,25580,47.1221869,6.197913
2CV Bourgogne Tours,SportsAndLeisurePlace,Beaune,21200,47.014706,4.81785
Historial de l'Amitié Franco-Américaine de Beaune,CulturalSite,Beaune,21200,47.029468,4.8615448
Visite guidée du village de Pesmes,SportsAndLeisurePlace,Pesmes,70140,47.27982,5.56324
Fosse de Coulmier-le-Sec,CulturalSite,Coulmier-le-Sec,21400,47.75021,4.49362
Le site des Forges Royales,CulturalSite,Guérigny,58130,47.088139,3.191654
La voie du coeur - Charlotte Bertolini,SportsAndLeisurePlace,Saint-Laurent-en-Grandvaux,39150,46.57589,5.95418
"Aurélie Muskovac, Massage Beaune",SportsAndLeisurePlace,Beaune,21200,47.01903,4.83666
Randonnée à Autrey-Lès-Gray,SportsAndLeisurePlace,Autrey-lès-Gray,70100,47.48628,5.49162
Passeport Détente,SportsAndLeisurePlace,Coulanges-sur-Yonne,89480,47.52639,3.53961
Terra Nova Mineraux,CulturalSite,Cuisia,39190,46.54284,5.40081
Les ouvrages fortifiés : OUVRAGES DE LA CRETE DE POUILLEY-LES-VIGNES (1889-1891),SportsAndLeisurePlace,Pouilley-les-Vignes,25115,47.2538442,5.9376083
Champ de César ou d'Agneux,CulturalSite,Rully,71150,46.875041,4.740823
Visite guidée : entre ponts,SportsAndLeisurePlace,Besançon,25000,47.24021,6.02725
Environnement Pêche Nature,SportsAndLeisurePlace,Foncine-le-Bas,39520,46.6397149,6.0354867
Ecole départementale de musique,SportsAndLeisurePlace,Scey-sur-Saône-et-Saint-Albin,70360,47.6654122,5.9670373
Céramique Leba Condon,CulturalSite,Pontigny,89230,47.9092538,3.7103548
Saule en Fa,CulturalSite,Pontarlier,25300,46.90578,6.35404
Ateliers de la Neuvième Art et Thérapie Mireille Kazmine,CulturalSite,Montceau-les-Mines,71300,46.6775153,4.3664159
Eglise Notre-Dame et Saint-Blaise,CulturalSite,Bussy-la-Pesle,21540,47.3674713,4.70615457
Hopital Saint-Jacques,CulturalSite,Besançon,25000,47.2356406,6.02129101
L'Atelier d'Emma,CulturalSite,Bessey-en-Chaume,21360,47.07902,4.743164
Abbaye de Fontenay,CulturalSite,Marmagne,21500,47.62156,4.367492
Domaine de raquettes du val de morteau,SportsAndLeisurePlace,Morteau,25500,47.05698,6.604106
Parc Aventure les Z'accrochés,SportsAndLeisurePlace,Sauvigny-les-Bois,58160,46.9537117,3.2450116
Jeu famille - Grimoire d'Alchimiste,SportsAndLeisurePlace,Marcigny,71110,46.274512,4.04132224
Michel Sports - Location de vélos,SportsAndLeisurePlace,La Pesse,39370,46.2844784,5.84761644
Location de matériel de ski - Intersport Alti 1000,SportsAndLeisurePlace,Métabief,25370,46.7690938,6.35525819
Maison du Sabotier,CulturalSite,Flacey-en-Bresse,71580,46.5984567,5.39193562
"Fontaines, lavoirs et abreuvoirs de Pin",CulturalSite,Pin,70150,47.3220057,5.86436704
Centre équestre de la Forêt de Chaux,SportsAndLeisurePlace,Dole,39100,47.0735723,5.5241681
Le Lavoir du Donjon,CulturalSite,Deux Rivières,89460,47.681093,3.69013756
Halles de Nolay,CulturalSite,Nolay,21340,46.9520801,4.6334194
Musée de l'Ecole en Chalonnais,CulturalSite,Saint-Rémy,71100,46.7662639,4.8369829
Le Ball Park des Deux Pirates,SportsAndLeisurePlace,Pontarlier,25300,46.9099704,6.34142729
Terroirs By Adeline,SportsAndLeisurePlace,Beaune,21200,47.0283228,4.833457
France Intense - Divine Bourgogne Tours,SportsAndLeisurePlace,Beaune,21200,47.0423,4.83627
La Basse Cour,CulturalSite,Baume-les-Dames,25110,47.3379189,6.3534798
Les Sept Ecluses de Rogny,CulturalSite,Rogny-les-Sept-Écluses,89220,47.7417051,2.87886037
Pavillon du Milieu de Loire,CulturalSite,Pouilly-sur-Loire,58150,47.2859665,2.94953229
Canoë Kayak - Morvan - Lac des Settons - ACTIVITAL,SportsAndLeisurePlace,Montsauche-les-Settons,58230,47.18644,4.06971
Le parc de l'etang,CulturalSite,Battrans,70100,47.4319775,5.64027786
Basse vallée du Doubs,Landform,Molay,39500,47.0113357,5.4136931
Château d'Ancy-le-Franc,CulturalSite,Ancy-le-Franc,89160,47.7741492,4.1618948
"Restauration de céramique, Atelier Tiphaine Jacquinot",CulturalSite,Beaune,21200,46.9521839,4.63471978
Eglise Saint-Pierre Es Liens,CulturalSite,Remilly-en-Montagne,21540,47.2925326,4.73424847
Expérience Oenologique Evasion,SportsAndLeisurePlace,Santenay,21590,46.912229,4.698951
Dégustation 3 vins au Domaine de la Cozanne,SportsAndLeisurePlace,Cormot-Vauchignon,21340,46.96043,4.64155
ACTIVE TOURS/ BOURGOGNE EVASION,SportsAndLeisurePlace,Beaune,21200,47.0268479,4.827633
Lavoir de la source,CulturalSite,Saint-Boil,71390,46.6463803,4.69224815
Musée de la Pipe et du Diamant,CulturalSite,Saint-Claude,39200,46.3869609,5.86623167
Église Saint-Eusèbe,CulturalSite,Saint-Huruge,71460,46.5797832,4.56813187
Jardin des Bords de Bourbince,CulturalSite,Paray-le-Monial,71600,46.4507966,4.11729238
Rêv'artrire,CulturalSite,Nolay,21340,46.9518595,4.6335319
Code39 escape game mobile,SportsAndLeisurePlace,Asnans-Beauvoisin,39120,46.94991,5.41122
Les Repaires,SportsAndLeisurePlace,Nans-sous-Sainte-Anne,25330,46.9778987,6.0000942
Woka Marnay - parcours dans les arbres,SportsAndLeisurePlace,Marnay,70150,47.289145,5.778297
Le Chat dans l'Échiquier,CulturalSite,Saint-Privé,89220,47.705776,3.010566
La Grotte de Champ Retard - Parcours aventure sur rocher,SportsAndLeisurePlace,Coutarnoux,89440,47.587037,3.964561
Ferme équestre de Juilly,SportsAndLeisurePlace,Arconcey,21320,47.208005,4.44404556
Château des Princes de Condé,CulturalSite,Arnay-le-Duc,21230,47.1297495,4.48497979
Piscine intercommunale,SportsAndLeisurePlace,Morbier,39400,46.5416375,6.0199491
Activital Base Sport et Nature de Baye,SportsAndLeisurePlace,Bazolles,58110,47.1781005,3.61934995
Automnales,CulturalSite,Vareilles,71800,46.3059473,4.25942293
Parc Acroland,SportsAndLeisurePlace,Montenois,25260,47.481597,6.67379979
Point de vue sur les hauteurs de Crugey,Landform,Crugey,21360,47.18399,4.67128
Chemin des lavoirs,CulturalSite,Fontaines,71150,46.8495618,4.7708189
Belvédère du Vanteur,Landform,Bourg-de-Sirod,39300,46.72835,5.95821
Location trottinette électrique tout terrain - Val'Nature,SportsAndLeisurePlace,Ounans,39380,47.0028997,5.664336
Maison de la Toison d’Or - Galerie Toison d’Or,CulturalSite,Noyers,89310,47.698142,3.9963703
État de siège,CulturalSite,Ornans,25290,47.1053673,6.14559945
Le Panoptique - Musée Rolin,CulturalSite,Autun,71400,46.945613,4.299309
La boîte à musique,SportsAndLeisurePlace,Perrigny,39570,46.6657786,5.58517
Lavoir de Méré,CulturalSite,Méré,89144,47.9026061,3.81765246
Chapelle Notre-Dame de Lourdes,CulturalSite,Montperreux,25160,46.825355,6.341902
Eglise Saint-Martin de Chablis et la Châsse de Saint-Epain,CulturalSite,Chablis,89800,47.8161291,3.79979196
"Les Prés-de-Vaux, de l’industrie aux loisirs",SportsAndLeisurePlace,Besançon,25000,47.233909,6.03728409
Eglise Saint-Nazaire,CulturalSite,Briant,71110,46.3005943,4.14933774
Confrerie Saint-Vincent,SportsAndLeisurePlace,Champlitte,70600,47.6166941,5.51335573
Chapelle et Fontaine Saint Martin,CulturalSite,Beurey-Bauguay,21320,47.231032,4.433327
Véronique Barrillot,CulturalSite,Dijon,21000,47.3190992,5.04016556
Atrium Spa & Beauté,SportsAndLeisurePlace,Mâcon,71000,46.3048417,4.8324503
La grange aux motos,CulturalSite,Bussy-le-Grand,21150,47.56319,4.52375
L'app'Art - Boutique de Créateurs,CulturalSite,Joigny,89300,47.9824198,3.39592731
Bibliothèque pour tous,CulturalSite,Dampierre-sur-Salon,70180,47.5585576,5.68208211
Répetition chorale Canzonetta,SportsAndLeisurePlace,Clamecy,58500,47.453449,3.531087
Sabotier sculpteur,CulturalSite,Ney,39300,46.7363256,5.8875118
Réseau des médiathèques Coeur de Loire,CulturalSite,Cosne-Cours-sur-Loire,58200,47.4093187,2.92258411
Belvédère de Molvaux,CulturalSite,Saussy,21380,47.467968,4.9610203
Le Tilleul de Chaignay,Landform,Chaignay,21120,47.476018,5.06588369
Galerie Barnoud,CulturalSite,Quetigny,21800,47.316541,5.094051
Découvrez 2 sites beaunois en un seul billet : une aventure culturelle unique !,SportsAndLeisurePlace,Beaune,21200,47.02182,4.8372
Maison du patrimoine et des forges,CulturalSite,Audincourt,25400,47.486678,6.83230238
Gym pour le dos,SportsAndLeisurePlace,Saint-Honoré-les-Bains,58360,46.9052827,3.8420631
Baz'Art de l'été,Landform,Sanvignes-les-Mines,71410,46.6666905,4.29002525
Cinéma multiplexe - l'Olympia,SportsAndLeisurePlace,Pontarlier,25300,46.9102777,6.36083333
Location de vélos et de vélos à assistance électrique - Office de tourisme de Paray-le-Monial,SportsAndLeisurePlace,Paray-le-Monial,71600,46.4500681,4.1212261
Escapades dans le vignoble - Circuit Charme - 1/2 journée,SportsAndLeisurePlace,Dijon,21000,47.3237542,5.0320765
Belvedere de l'Ermitage,Landform,Arbois,39600,46.902851,5.772342
Au parrain généreux,CulturalSite,Dijon,21000,47.3212805,5.0396946
De l'imagination et du carton,CulturalSite,Azé,71260,46.430754,4.762969
La Villa Palladienne - Château de Syam,CulturalSite,Syam,39300,46.698994,5.9514141
SurmontouR - Rémi Steiner,CulturalSite,Grandfontaine,25320,47.20065,5.89389
"Visite à vélo, sur les pas de Vauban",SportsAndLeisurePlace,Besançon,25000,47.23418,6.03341
Centre Nautique de Paray-le-Monial,SportsAndLeisurePlace,Paray-le-Monial,71600,46.4534046,4.11160986
